path,locale,category,width,height,bytes,sha256,authentic_ui_or_registered_evidence,ad_scan,automated_status
final/fr/chromebook/result.png,fr,chromebook,3840,2160,7041918,2a370375ecf1bf6a49766f6a1c600d59e6af26de7f050fa57f42d4a094ace9cd,AUTHENTIC_PRODUCTION_COMPOSABLE_CAPTURE,PASS,PASS
final/fr/chromebook/settings.png,fr,chromebook,3840,2160,420780,6d38d120611dd004d898f4ad478f79028f4dc5916d413fb59a2cb8bc4be40428,AUTHENTIC_PRODUCTION_COMPOSABLE_CAPTURE,PASS,PASS
final/ja/feature-graphic/feature-graphic-1024x500.png,ja,feature-graphic,1024,500,446865,dd0c7529d236ed2e6c42697e9a28205ade9f790c5acbf669e0c20e9237385a0e,REGISTERED_REAL_BEFORE_AFTER_AND_LOCALIZED_UI,NOT_APPLICABLE_REGISTERED_INPUTS,PASS
final/ja/all-features-3840x2160.png,ja,common-sheet,3840,2160,4133573,07c671e8e22d93617f0e86cfe54a6dba80e263528ee6f3e1e9c5f02498cbbf54,LOCALIZED_ALL_FEATURES_OVERVIEW_FROM_AUTHENTIC_CAPTURES,PASS,PASS
final/ja/phone/background.png,ja,phone,2160,3840,4277134,d06394372a8ab259d212e13c4ba0c5ce16fe5144205099a35772cf1985496b93,AUTHENTIC_PRODUCTION_COMPOSABLE_CAPTURE,PASS,PASS
final/ja/phone/batch.png,ja,phone,2160,3840,434693,1557430760bf18339fbd907323a7db89e526bec7a5cb57ecf04de75df0e469f0,AUTHENTIC_PRODUCTION_COMPOSABLE_CAPTURE,PASS,PASS
final/ja/phone/editor.png,ja,phone,2160,3840,7024743,b148002b96e4047aec7725ddb8a3edb4191389620792b775386f65d24c31fec1,AUTHENTIC_PRODUCTION_COMPOSABLE_CAPTURE,PASS,PASS
final/ja/phone/history.png,ja,phone,2160,3840,1906409,8c9c51a70042e6bd79dc9a412eb68472260ae24b61dac38d809f510e198371ed,AUTHENTIC_PRODUCTION_COMPOSABLE_CAPTURE,PASS,PASS
final/ja/phone/home.png,ja,phone,2160,3840,1788086,920fe97bd5a3ed0ea77833306386028e5fd52b5ce89e2f9785f098c54861bcee,AUTHENTIC_PRODUCTION_COMPOSABLE_CAPTURE,PASS,PASS
final/ja/phone/result-stats.png,ja,phone,2160,3840,1976045,9094473fdbb7eb8449d11b8a7395d807d7e79e3dcb654aa7fea478e777bca168,AUTHENTIC_PRODUCTION_COMPOSABLE_CAPTURE,PASS,PASS
final/ja/phone/result.png,ja,phone,2160,3840,5084807,b3ff2034ffd48c159a34d82698650f77bef20822a863cf9ed606ff70d1ffd6bc,AUTHENTIC_PRODUCTION_COMPOSABLE_CAPTURE,PASS,PASS
final/ja/phone/settings.png,ja,phone,2160,3840,732143,d2300aa15bab4f19ab6ed64249c70416e14e79ee3ddda41c6f88ad98981224e9,AUTHENTIC_PRODUCTION_COMPOSABLE_CAPTURE,PASS,PASS
final/ja/tablet-7/background.png,ja,tablet-7,3840,2160,4277659,699d3cd12435f7713ed6a96d837d06d1918e01a9e48b574ce5c83a9f0df66735,AUTHENTIC_PRODUCTION_COMPOSABLE_CAPTURE,PASS,PASS
final/ja/tablet-7/batch.png,ja,tablet-7,3840,2160,379168,d2b09cc80aa945513ae202b11217f10da5859524053052ffb9b2bc1c2d0f2d41,AUTHENTIC_PRODUCTION_COMPOSABLE_CAPTURE,PASS,PASS
final/ja/tablet-7/editor.png,ja,tablet-7,3840,2160,4938757,da4c3dc95133fd44c584c4e4bac6db06cba2c166c9ac77c304580360510bc5f1,AUTHENTIC_PRODUCTION_COMPOSABLE_CAPTURE,PASS,PASS
final/ja/tablet-7/history.png,ja,tablet-7,3840,2160,1133676,9608cf61a5bd217faa1c26d0579ba0cef97b9745dcc5006c5e2d19ee3becb6a9,AUTHENTIC_PRODUCTION_COMPOSABLE_CAPTURE,PASS,PASS
final/ja/tablet-7/home.png,ja,tablet-7,3840,2160,911098,035e5d43fac385ee9964ac01624b1b0fbbff7435278259881f57154e425b02e1,AUTHENTIC_PRODUCTION_COMPOSABLE_CAPTURE,PASS,PASS
final/ja/tablet-7/result-stats.png,ja,tablet-7,3840,2160,882800,ce84ca4570cccab4b945cb4db660ca2b9675823e3e3b67b3d9c3fab3014f17a5,AUTHENTIC_PRODUCTION_COMPOSABLE_CAPTURE,PASS,PASS
